id,anno,cod_estrato,educxcapita,ingxcapita,elementos_y
54,2020.0,1.0,8.769818461086663,616487.7203887666,71631.0
55,2020.0,2.0,9.720271272577502,873917.232368595,95478.0
56,2020.0,3.0,10.596220069067401,1213556.2396851422,81042.0
57,2020.0,4.0,10.387697436331273,1448287.9384872129,45924.0
58,2020.0,5.0,10.535408881628044,1363513.244778296,38667.0
59,2020.0,6.0,12.039215295082128,1999623.3644744304,42131.0
